wave,trust_stratum,spec,thresholded,n_cc,from,to,edge_key,weight,abs_weight,from_domain,to_domain,from_role,to_role,is_focal_edge,is_affect_affect,is_behavior_behavior,is_belief_affect,is_belief_behavior,is_affect_behavior,kind,neighbor,neighbor_domain,focal_rank_within_context
56,high,g075,False,351,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.0223205463735707,0.0223205463735707,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_WORRY,affect,5
56,high,g075,False,351,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.0,0.0,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges,WORRY_HEALTH_SYSTEM,affect,6
56,high,g075,False,351,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_MASK,behavior,7
56,low,g05,False,383,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.25053034016802,0.25053034016802,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_WORRY,affect,1
56,low,g05,False,383,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.222716478047016,0.222716478047016,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_FEAR,affect,2
56,low,g05,False,383,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.14666766730118,0.14666766730118,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_AVOID,behavior,3
56,low,g05,False,383,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.0695622643782032,0.0695622643782032,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges,WORRY_HEALTH_SYSTEM,affect,4
56,low,g05,False,383,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0274840359837989,0.0274840359837989,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_SPACE150,behavior,5
56,low,g05,False,383,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_MASK,behavior,6
56,low,g05,False,383,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_HANDWASH20,behavior,7
56,low,g05_spearman,False,383,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.244316734085197,0.244316734085197,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_FEAR,affect,1
56,low,g05_spearman,False,383,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.209644704385641,0.209644704385641,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_WORRY,affect,2
56,low,g05_spearman,False,383,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.158154120584315,0.158154120584315,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_AVOID,behavior,3
56,low,g05_spearman,False,383,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.0711493088825936,0.0711493088825936,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges,WORRY_HEALTH_SYSTEM,affect,4
56,low,g05_spearman,False,383,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_MASK,behavior,5
56,low,g05_spearman,False,383,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_SPACE150,behavior,6
56,low,g05_spearman,False,383,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_HANDWASH20,behavior,7
56,low,g05_thr,True,383,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.254913023999908,0.254913023999908,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_WORRY,affect,1
56,low,g05_thr,True,383,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.22413224239124,0.22413224239124,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_FEAR,affect,2
56,low,g05_thr,True,383,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.153446108833217,0.153446108833217,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_AVOID,behavior,3
56,low,g05_thr,True,383,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.0,0.0,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges,WORRY_HEALTH_SYSTEM,affect,4
56,low,g05_thr,True,383,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_MASK,behavior,5
56,low,g05_thr,True,383,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_SPACE150,behavior,6
56,low,g05_thr,True,383,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_HANDWASH20,behavior,7
56,low,g075,False,383,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.25053034016802,0.25053034016802,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_WORRY,affect,1
56,low,g075,False,383,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.222716478047016,0.222716478047016,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_FEAR,affect,2
56,low,g075,False,383,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.14666766730118,0.14666766730118,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_AVOID,behavior,3
56,low,g075,False,383,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.0695622643782032,0.0695622643782032,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges,WORRY_HEALTH_SYSTEM,affect,4
56,low,g075,False,383,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0274840359837989,0.0274840359837989,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_SPACE150,behavior,5
56,low,g075,False,383,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_MASK,behavior,6
56,low,g075,False,383,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_HANDWASH20,behavior,7
57,high,g05,False,407,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.228946825539151,0.228946825539151,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_FEAR,affect,1
57,high,g05,False,407,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.0938656784582978,0.0938656784582978,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_WORRY,affect,2
57,high,g05,False,407,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0408160253815509,0.0408160253815509,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_HANDWASH20,behavior,3
57,high,g05,False,407,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.0,0.0,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges,WORRY_HEALTH_SYSTEM,affect,4
57,high,g05,False,407,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_MASK,behavior,5
57,high,g05,False,407,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_SPACE150,behavior,6
57,high,g05,False,407,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_AVOID,behavior,7
57,high,g05_spearman,False,407,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.191057018010504,0.191057018010504,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_FEAR,affect,1
57,high,g05_spearman,False,407,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.123595393025996,0.123595393025996,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_WORRY,affect,2
57,high,g05_spearman,False,407,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.0,0.0,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges,WORRY_HEALTH_SYSTEM,affect,3
57,high,g05_spearman,False,407,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_MASK,behavior,4
57,high,g05_spearman,False,407,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_SPACE150,behavior,5
57,high,g05_spearman,False,407,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_HANDWASH20,behavior,6
57,high,g05_spearman,False,407,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_AVOID,behavior,7
57,high,g05_thr,True,407,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.244663534192224,0.244663534192224,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_FEAR,affect,1
57,high,g05_thr,True,407,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.0,0.0,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_WORRY,affect,2
57,high,g05_thr,True,407,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.0,0.0,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges,WORRY_HEALTH_SYSTEM,affect,3
57,high,g05_thr,True,407,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_MASK,behavior,4
57,high,g05_thr,True,407,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_SPACE150,behavior,5
57,high,g05_thr,True,407,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_HANDWASH20,behavior,6
57,high,g05_thr,True,407,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_AVOID,behavior,7
57,high,g075,False,407,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.228946825539151,0.228946825539151,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_FEAR,affect,1
57,high,g075,False,407,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.0938656784582978,0.0938656784582978,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_WORRY,affect,2
57,high,g075,False,407,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0408160253815509,0.0408160253815509,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_HANDWASH20,behavior,3
57,high,g075,False,407,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.0,0.0,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges,WORRY_HEALTH_SYSTEM,affect,4
57,high,g075,False,407,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_MASK,behavior,5
57,high,g075,False,407,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_SPACE150,behavior,6
57,high,g075,False,407,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_AVOID,behavior,7
57,low,g05,False,336,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.181542860019941,0.181542860019941,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_WORRY,affect,1
57,low,g05,False,336,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.142145431091419,0.142145431091419,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges,WORRY_HEALTH_SYSTEM,affect,2
57,low,g05,False,336,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.0950565129638646,0.0950565129638646,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_AVOID,behavior,3
57,low,g05,False,336,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.0836266841879681,0.0836266841879681,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_FEAR,affect,4
57,low,g05,False,336,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0518376003125831,0.0518376003125831,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_SPACE150,behavior,5
57,low,g05,False,336,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_MASK,behavior,6
57,low,g05,False,336,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_HANDWASH20,behavior,7
57,low,g05_spearman,False,336,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.164149863157858,0.164149863157858,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_WORRY,affect,1
57,low,g05_spearman,False,336,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.122384015427852,0.122384015427852,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges,WORRY_HEALTH_SYSTEM,affect,2
57,low,g05_spearman,False,336,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.106307782990407,0.106307782990407,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_FEAR,affect,3
57,low,g05_spearman,False,336,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.0985463956030512,0.0985463956030512,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_AVOID,behavior,4
57,low,g05_spearman,False,336,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0149772185820331,0.0149772185820331,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_SPACE150,behavior,5
57,low,g05_spearman,False,336,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_MASK,behavior,6
57,low,g05_spearman,False,336,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_HANDWASH20,behavior,7
57,low,g05_thr,True,336,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.181923687523036,0.181923687523036,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_WORRY,affect,1
57,low,g05_thr,True,336,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.144283593508917,0.144283593508917,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges,WORRY_HEALTH_SYSTEM,affect,2
57,low,g05_thr,True,336,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.0,0.0,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_FEAR,affect,3
57,low,g05_thr,True,336,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_MASK,behavior,4
57,low,g05_thr,True,336,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_SPACE150,behavior,5
57,low,g05_thr,True,336,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_HANDWASH20,behavior,6
57,low,g05_thr,True,336,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_AVOID,behavior,7
57,low,g075,False,336,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.181542860019941,0.181542860019941,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_WORRY,affect,1
57,low,g075,False,336,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.142145431091419,0.142145431091419,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges,WORRY_HEALTH_SYSTEM,affect,2
57,low,g075,False,336,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.0950565129638646,0.0950565129638646,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_AVOID,behavior,3
57,low,g075,False,336,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.0836266841879681,0.0836266841879681,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges,AFF_FEAR,affect,4
57,low,g075,False,336,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0518376003125831,0.0518376003125831,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_SPACE150,behavior,5
57,low,g075,False,336,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_MASK,behavior,6
57,low,g075,False,336,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges,USE2_HANDWASH20,behavior,7
