spec,spec_id,gamma_ebic,wave,trust_stratum,n_cc,context_id,network_id,edge_id,from,to,edge_a,edge_b,sample_weight,boot_mean,boot_sd,ci_low,ci_high,prop_nonzero,n_boot
g05,gamma_05,0.5,56,high,351,ctx_w56_high,net_g05_w56_high,net_g05_w56_high__SEVERITY__WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,0,0.011653769115283388,0.02459638396916791,0,0.07923579085956281,0.346,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__AFF_FEAR__AFF_WORRY,AFF_FEAR,AFF_WORRY,AFF_FEAR,AFF_WORRY,0.5221423376802454,0.5163009391304512,0.040487692408575374,0.4365253522417518,0.5951509081569961,1,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__USE2_MASK__USE2_SPACE150,USE2_MASK,USE2_SPACE150,USE2_MASK,USE2_SPACE150,0.35002775156231636,0.34393587950667626,0.047333364435483555,0.2472621408961931,0.4393071262100486,1,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__USE2_AVOID__USE2_SPACE150,USE2_AVOID,USE2_SPACE150,USE2_AVOID,USE2_SPACE150,0.2674777242139272,0.2629477186409978,0.05056015348368096,0.16428341589548986,0.3612077785741135,1,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__AFF_WORRY__SEVERITY,AFF_WORRY,SEVERITY,AFF_WORRY,SEVERITY,0.2505303401680201,0.24557375546029023,0.05070383214011912,0.14473338250648118,0.3434123781680846,1,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__USE2_HANDWASH20__USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,0.2402468056559029,0.2369135864722571,0.05335585883445306,0.13342783037136352,0.3431749429785618,1,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__AFF_FEAR__SEVERITY,AFF_FEAR,SEVERITY,AFF_FEAR,SEVERITY,0.2227164780470164,0.22182392374328913,0.05276985229804715,0.11785979089172706,0.3208799298163312,1,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__USE2_AVOID__USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,0.1932708761353184,0.19028551279707623,0.05331573608307168,0.08326178331059174,0.2904234032141717,1,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__AFF_WORRY__WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,0.16652982430881774,0.16105568646639573,0.05128824907982548,0.05732197721231028,0.2595386730163667,0.999,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__SEVERITY__USE2_AVOID,SEVERITY,USE2_AVOID,SEVERITY,USE2_AVOID,0.14666766730118003,0.13158320507376586,0.04344891064751919,0.04369603112704826,0.22096517040001368,0.998,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__USE2_HANDWASH20__USE2_MASK,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20,USE2_MASK,0.14032709015433636,0.1407662727627933,0.05366664751950122,0.03838282023593312,0.2496545391050165,0.997,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__AFF_WORRY__USE2_MASK,AFF_WORRY,USE2_MASK,AFF_WORRY,USE2_MASK,0.12229661705761409,0.11027722099762924,0.03594997235365859,0.03311918893439898,0.1798509462233064,0.997,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__AFF_FEAR__WORRY_HEALTH_SYSTEM,AFF_FEAR,WORRY_HEALTH_SYSTEM,AFF_FEAR,WORRY_HEALTH_SYSTEM,0.10783467175996483,0.10687637823144952,0.047657553178261924,0.01282924386841832,0.19899782172694438,0.986,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__USE2_AVOID__USE2_MASK,USE2_AVOID,USE2_MASK,USE2_AVOID,USE2_MASK,0.09214448580647945,0.0885637748627857,0.044758359156125624,0,0.17587764131037592,0.97,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__SEVERITY__WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,0.0695622643782032,0.06537713889478398,0.045606671142283346,0,0.1626183589799563,0.897,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__AFF_WORRY__USE2_SPACE150,AFF_WORRY,USE2_SPACE150,AFF_WORRY,USE2_SPACE150,0.042206815451439374,0.03386412812465656,0.031810428851184826,0,0.10562219630070678,0.754,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__USE2_SPACE150__WORRY_HEALTH_SYSTEM,USE2_SPACE150,WORRY_HEALTH_SYSTEM,USE2_SPACE150,WORRY_HEALTH_SYSTEM,0.02792378411596073,0.02585447316476888,0.031512146449319815,0,0.09815949580286466,0.587,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__SEVERITY__USE2_SPACE150,SEVERITY,USE2_SPACE150,SEVERITY,USE2_SPACE150,0.02748403598379894,0.029971377084472988,0.03062791960490687,0,0.10055766545831034,0.701,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__AFF_FEAR__USE2_AVOID,AFF_FEAR,USE2_AVOID,AFF_FEAR,USE2_AVOID,0.02649133541278472,0.025795282997367375,0.02986295659026236,0,0.09620050510347586,0.616,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__USE2_MASK__WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,0.02245209411797425,0.0297708733421401,0.03810046051896048,0,0.12230109628175932,0.602,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__USE2_AVOID__WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,0.006242807817112218,0.017526187452877203,0.029064273745448895,0,0.09221232565515838,0.458,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__AFF_FEAR__USE2_MASK,AFF_FEAR,USE2_MASK,AFF_FEAR,USE2_MASK,0.004185355562171251,0.012700138758328226,0.01907225238634625,0,0.06355658830621046,0.463,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__AFF_FEAR__USE2_HANDWASH20,AFF_FEAR,USE2_HANDWASH20,AFF_FEAR,USE2_HANDWASH20,0,-0.007155736893985378,0.020464868813830916,-0.07094999053843182,0.010460621650113598,0.202,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__AFF_FEAR__USE2_SPACE150,AFF_FEAR,USE2_SPACE150,AFF_FEAR,USE2_SPACE150,0,0.012905007999381187,0.021338826690045203,0,0.07249066282464488,0.421,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__AFF_WORRY__USE2_AVOID,AFF_WORRY,USE2_AVOID,AFF_WORRY,USE2_AVOID,0,0.011914232045265158,0.021798960293493517,0,0.07560631927217373,0.386,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__AFF_WORRY__USE2_HANDWASH20,AFF_WORRY,USE2_HANDWASH20,AFF_WORRY,USE2_HANDWASH20,0,-4.4960148905978187e-4,0.018202999635757174,-0.05158264603745603,0.03755745452997256,0.198,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__SEVERITY__USE2_HANDWASH20,SEVERITY,USE2_HANDWASH20,SEVERITY,USE2_HANDWASH20,0,0.0022085923532311124,0.01995807140937299,-0.04553556698547808,0.053194763533009726,0.2,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__SEVERITY__USE2_MASK,SEVERITY,USE2_MASK,SEVERITY,USE2_MASK,0,0.001413399473318261,0.019059713531196246,-0.05108926572945698,0.04956528943708446,0.197,1000
g05,gamma_05,0.5,56,low,383,ctx_w56_low,net_g05_w56_low,net_g05_w56_low__USE2_HANDWASH20__WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,0,2.3615431116597672e-4,0.02092632761873425,-0.057697600502785586,0.04422386122075303,0.231,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__AFF_FEAR__AFF_WORRY,AFF_FEAR,AFF_WORRY,AFF_FEAR,AFF_WORRY,0.4743366651653746,0.4660461979957473,0.05145020335306477,0.36096498353793044,0.5603251746204366,1,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__AFF_WORRY__WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,0.26013725281793015,0.2447655912119483,0.06131557866127394,0.1231925238516784,0.36289153809314,1,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__USE2_AVOID__USE2_SPACE150,USE2_AVOID,USE2_SPACE150,USE2_AVOID,USE2_SPACE150,0.2594723466620323,0.24596240215717433,0.0516199397068643,0.14104533059019178,0.34492391985440907,1,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__AFF_FEAR__SEVERITY,AFF_FEAR,SEVERITY,AFF_FEAR,SEVERITY,0.2289468255391511,0.22110157367308295,0.04773758345062683,0.12790652936128974,0.31854799385036786,1,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__USE2_HANDWASH20__USE2_MASK,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20,USE2_MASK,0.1960369247436114,0.18120376848723102,0.06630937582814025,0.04914277750047205,0.309171956756055,0.995,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__USE2_HANDWASH20__USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,0.11723534902493947,0.11023082368144854,0.04973799555021283,0,0.21194597280344074,0.97,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__USE2_MASK__WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,0.11375086878379939,0.10221333581116596,0.050914301714474405,0,0.206427794501924,0.959,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__AFF_WORRY__SEVERITY,AFF_WORRY,SEVERITY,AFF_WORRY,SEVERITY,0.09386567845829775,0.0920768059725487,0.04802600747078132,0,0.18778587612759565,0.963,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__USE2_HANDWASH20__WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,0.0822927967992277,0.07342960842631406,0.047218018382802686,0,0.16660065207844493,0.889,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__AFF_FEAR__USE2_AVOID,AFF_FEAR,USE2_AVOID,AFF_FEAR,USE2_AVOID,0.07977094358787512,0.06802259356628225,0.043471860087391546,0,0.1596131164323222,0.896,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__USE2_AVOID__WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,0.07760698303850284,0.07261123943810249,0.04805651600522174,0,0.17323019266546164,0.884,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__USE2_AVOID__USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,0.07604008486276963,0.07252947588631449,0.05091966667780774,0,0.1804306461715515,0.864,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__USE2_MASK__USE2_SPACE150,USE2_MASK,USE2_SPACE150,USE2_MASK,USE2_SPACE150,0.06458220888987162,0.06491867400776083,0.05415671520024122,0,0.18409746978367086,0.78,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__USE2_AVOID__USE2_MASK,USE2_AVOID,USE2_MASK,USE2_AVOID,USE2_MASK,0.061107565834063675,0.060843338912692904,0.05015827778705552,0,0.16667840490902225,0.792,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__AFF_WORRY__USE2_SPACE150,AFF_WORRY,USE2_SPACE150,AFF_WORRY,USE2_SPACE150,0.0424758401645531,0.04267775066794938,0.03935176640257158,0,0.13220907348506453,0.726,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__SEVERITY__USE2_HANDWASH20,SEVERITY,USE2_HANDWASH20,SEVERITY,USE2_HANDWASH20,0.04081602538155085,0.03623590866326831,0.036597409687474484,0,0.11892864788391598,0.642,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__AFF_FEAR__WORRY_HEALTH_SYSTEM,AFF_FEAR,WORRY_HEALTH_SYSTEM,AFF_FEAR,WORRY_HEALTH_SYSTEM,0.03496788671041711,0.043289062012882545,0.04044923081577969,0,0.14097291831990097,0.748,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__AFF_FEAR__USE2_HANDWASH20,AFF_FEAR,USE2_HANDWASH20,AFF_FEAR,USE2_HANDWASH20,0,0.0063061643485456,0.01625783212887576,0,0.05443607807457812,0.219,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__AFF_FEAR__USE2_MASK,AFF_FEAR,USE2_MASK,AFF_FEAR,USE2_MASK,0,0.006462387786969039,0.015751975390044585,0,0.052503711059103626,0.224,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__AFF_FEAR__USE2_SPACE150,AFF_FEAR,USE2_SPACE150,AFF_FEAR,USE2_SPACE150,0,-0.010817261877479802,0.028356106481153213,-0.10193502622907674,0,0.17,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__AFF_WORRY__USE2_AVOID,AFF_WORRY,USE2_AVOID,AFF_WORRY,USE2_AVOID,0,0.0067162721132142346,0.01628914647180058,0,0.05974653078210894,0.232,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__AFF_WORRY__USE2_HANDWASH20,AFF_WORRY,USE2_HANDWASH20,AFF_WORRY,USE2_HANDWASH20,0,0.0015649591950152207,0.009727333886181494,0,0.03225991152065559,0.092,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__AFF_WORRY__USE2_MASK,AFF_WORRY,USE2_MASK,AFF_WORRY,USE2_MASK,0,0.004477001425226027,0.013884250071291692,0,0.05000340991480253,0.176,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__SEVERITY__USE2_AVOID,SEVERITY,USE2_AVOID,SEVERITY,USE2_AVOID,0,0.0157642726939967,0.0274103764717978,0,0.09283938005191901,0.35,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__SEVERITY__USE2_MASK,SEVERITY,USE2_MASK,SEVERITY,USE2_MASK,0,0.0018778306133838752,0.015220735982387533,-0.029239549261503475,0.04424185406767394,0.138,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__SEVERITY__USE2_SPACE150,SEVERITY,USE2_SPACE150,SEVERITY,USE2_SPACE150,0,-2.1227537135789395e-4,0.01481058346808543,-0.04289540886228469,0.03695886796154809,0.127,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__SEVERITY__WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,0,0.0039708281752418705,0.018404105900490707,-6.029697000121162e-4,0.058483105180718656,0.182,1000
g05,gamma_05,0.5,57,high,407,ctx_w57_high,net_g05_w57_high,net_g05_w57_high__USE2_SPACE150__WORRY_HEALTH_SYSTEM,USE2_SPACE150,WORRY_HEALTH_SYSTEM,USE2_SPACE150,WORRY_HEALTH_SYSTEM,0,0.008982245247931508,0.02183233550909652,0,0.06977395867633705,0.272,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__AFF_FEAR__AFF_WORRY,AFF_FEAR,AFF_WORRY,AFF_FEAR,AFF_WORRY,0.6695423066809171,0.6458775545022019,0.038530063785850416,0.5685630308646635,0.7158714287850064,1,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__USE2_AVOID__USE2_SPACE150,USE2_AVOID,USE2_SPACE150,USE2_AVOID,USE2_SPACE150,0.335093813640658,0.32368284974572487,0.050250042338285686,0.22570115753187228,0.4184498272787463,1,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__USE2_MASK__USE2_SPACE150,USE2_MASK,USE2_SPACE150,USE2_MASK,USE2_SPACE150,0.2950257318286385,0.2800832233776214,0.052580764498063495,0.180637648030143,0.3831246156099509,1,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__USE2_HANDWASH20__USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,0.2825802873015051,0.27420394463191944,0.05558522124228371,0.16531202766185593,0.37921365979190363,1,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__USE2_HANDWASH20__USE2_MASK,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20,USE2_MASK,0.229682256068817,0.22397967433918087,0.05782539027772588,0.11124852408967038,0.3330249790054606,1,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__AFF_WORRY__SEVERITY,AFF_WORRY,SEVERITY,AFF_WORRY,SEVERITY,0.1815428600199411,0.17758741444434106,0.056639028691324755,0.05999677659676701,0.28481920279641765,0.998,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__AFF_WORRY__WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,0.1811611855217483,0.17493829676552825,0.05165966603115799,0.07160768810118165,0.276683539079413,1,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__USE2_AVOID__USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,0.17888987497719974,0.16919452829302756,0.051144544488552664,0.07387739945199558,0.26915144450272666,0.999,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__USE2_MASK__WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,0.17056037813681685,0.15787200362127726,0.04953229363154068,0.059319209440598555,0.2515243372239879,0.997,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__USE2_AVOID__WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,0.14932788326222646,0.13226523763355555,0.05024846234361564,0.032671781947473846,0.22760191734758708,0.996,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__SEVERITY__WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,0.14214543109141875,0.13612763219982393,0.04921716521438835,0.03774995117681864,0.2289138266964998,0.994,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__SEVERITY__USE2_AVOID,SEVERITY,USE2_AVOID,SEVERITY,USE2_AVOID,0.09505651296386458,0.08794344625710201,0.048626335800879536,0,0.18139778195618853,0.944,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__AFF_FEAR__SEVERITY,AFF_FEAR,SEVERITY,AFF_FEAR,SEVERITY,0.08362668418796808,0.08528811802419353,0.05477387116801144,0,0.19824662401494092,0.911,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__AFF_WORRY__USE2_MASK,AFF_WORRY,USE2_MASK,AFF_WORRY,USE2_MASK,0.0831061374360172,0.06602058406346976,0.037250784641407506,0,0.14003309521218751,0.961,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__SEVERITY__USE2_SPACE150,SEVERITY,USE2_SPACE150,SEVERITY,USE2_SPACE150,0.05183760031258313,0.04311257001373914,0.038459569915219476,0,0.12822403768210242,0.763,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__AFF_FEAR__WORRY_HEALTH_SYSTEM,AFF_FEAR,WORRY_HEALTH_SYSTEM,AFF_FEAR,WORRY_HEALTH_SYSTEM,0.03656879879693678,0.04229969853799224,0.040028547423786934,0,0.13835604921458114,0.763,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__USE2_AVOID__USE2_MASK,USE2_AVOID,USE2_MASK,USE2_AVOID,USE2_MASK,0.027473595089256706,0.04084606304084347,0.04001090407623714,0,0.13586496235535478,0.75,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__AFF_FEAR__USE2_AVOID,AFF_FEAR,USE2_AVOID,AFF_FEAR,USE2_AVOID,0.01761082441297138,0.01631922960845135,0.025136873822180578,0,0.07958935783664545,0.488,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__AFF_FEAR__USE2_MASK,AFF_FEAR,USE2_MASK,AFF_FEAR,USE2_MASK,-0.0173779072867365,-0.002394657990540036,0.018642444779813527,-0.06426895607345522,0.02262222751925447,0.155,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__AFF_WORRY__USE2_HANDWASH20,AFF_WORRY,USE2_HANDWASH20,AFF_WORRY,USE2_HANDWASH20,0.01622139000961293,0.015187692492972207,0.0248569931832587,0,0.08084558791606594,0.474,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__AFF_WORRY__USE2_AVOID,AFF_WORRY,USE2_AVOID,AFF_WORRY,USE2_AVOID,0.011012312293444688,0.019793327029335277,0.02885590030313476,0,0.08862265368653562,0.545,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__USE2_HANDWASH20__WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,0.009586647413466098,0.01977550158140838,0.03307671532872634,0,0.10372554530300455,0.507,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__AFF_FEAR__USE2_HANDWASH20,AFF_FEAR,USE2_HANDWASH20,AFF_FEAR,USE2_HANDWASH20,0,0.004008434406712168,0.017701211872035626,-0.029854419863990837,0.050224954617997204,0.253,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__AFF_FEAR__USE2_SPACE150,AFF_FEAR,USE2_SPACE150,AFF_FEAR,USE2_SPACE150,0,-0.002279603830821533,0.015396195821462195,-0.047503417943587464,0.020530049054123096,0.145,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__AFF_WORRY__USE2_SPACE150,AFF_WORRY,USE2_SPACE150,AFF_WORRY,USE2_SPACE150,0,0.01075113726796216,0.019431306580071677,0,0.06611880649967936,0.378,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__SEVERITY__USE2_HANDWASH20,SEVERITY,USE2_HANDWASH20,SEVERITY,USE2_HANDWASH20,0,0.006806948996443089,0.026172686415238275,-0.050091509617662185,0.07343830136673661,0.323,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__SEVERITY__USE2_MASK,SEVERITY,USE2_MASK,SEVERITY,USE2_MASK,0,0.004667187995562293,0.027465484037769678,-0.06773243172184593,0.0710391988621509,0.296,1000
g05,gamma_05,0.5,57,low,336,ctx_w57_low,net_g05_w57_low,net_g05_w57_low__USE2_SPACE150__WORRY_HEALTH_SYSTEM,USE2_SPACE150,WORRY_HEALTH_SYSTEM,USE2_SPACE150,WORRY_HEALTH_SYSTEM,0,0.014424752336641188,0.026237697605439748,0,0.08501053676943324,0.406,1000
