edge_id,network_id,context_id,spec_id,from,to,edge_a,edge_b,weight,abs_weight,from_domain,to_domain,from_role,to_role,sample_weight,boot_mean,boot_sd,ci_low,ci_high,prop_nonzero,n_boot,edge_instance_id,from_node_instance_id,to_node_instance_id
net_g05_w56_low__SEVERITY__USE2_SPACE150,net_g05_w56_low,ctx_w56_low,gamma_05,SEVERITY,USE2_SPACE150,SEVERITY,USE2_SPACE150,0.0274840359837989,0.0274840359837989,belief,behavior,focal_belief,non_focal,0.0274840359837989,0.0299713770844729,0.0306279196049068,0.0,0.1005576654583103,0.701,1000.0,net_g05_w56_low__SEVERITY__USE2_SPACE150,net_g05_w56_low__SEVERITY,net_g05_w56_low__USE2_SPACE150
net_g05_w56_low__AFF_FEAR__USE2_AVOID,net_g05_w56_low,ctx_w56_low,gamma_05,AFF_FEAR,USE2_AVOID,AFF_FEAR,USE2_AVOID,0.0264913354127847,0.0264913354127847,affect,behavior,non_focal,non_focal,0.0264913354127847,0.0257952829973673,0.0298629565902623,0.0,0.0962005051034758,0.616,1000.0,net_g05_w56_low__AFF_FEAR__USE2_AVOID,net_g05_w56_low__AFF_FEAR,net_g05_w56_low__USE2_AVOID
net_g05_w56_low__USE2_MASK__WORRY_HEALTH_SYSTEM,net_g05_w56_low,ctx_w56_low,gamma_05,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,0.0224520941179743,0.0224520941179743,behavior,affect,non_focal,non_focal,0.0224520941179742,0.0297708733421401,0.0381004605189604,0.0,0.1223010962817593,0.602,1000.0,net_g05_w56_low__USE2_MASK__WORRY_HEALTH_SYSTEM,net_g05_w56_low__USE2_MASK,net_g05_w56_low__WORRY_HEALTH_SYSTEM
net_g05_w56_low__USE2_AVOID__WORRY_HEALTH_SYSTEM,net_g05_w56_low,ctx_w56_low,gamma_05,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,0.0062428078171122,0.0062428078171122,behavior,affect,non_focal,non_focal,0.0062428078171122,0.0175261874528772,0.0290642737454488,0.0,0.0922123256551583,0.458,1000.0,net_g05_w56_low__USE2_AVOID__WORRY_HEALTH_SYSTEM,net_g05_w56_low__USE2_AVOID,net_g05_w56_low__WORRY_HEALTH_SYSTEM
net_g05_w56_low__AFF_FEAR__USE2_MASK,net_g05_w56_low,ctx_w56_low,gamma_05,AFF_FEAR,USE2_MASK,AFF_FEAR,USE2_MASK,0.0041853555621712,0.0041853555621712,affect,behavior,non_focal,non_focal,0.0041853555621712,0.0127001387583282,0.0190722523863462,0.0,0.0635565883062104,0.463,1000.0,net_g05_w56_low__AFF_FEAR__USE2_MASK,net_g05_w56_low__AFF_FEAR,net_g05_w56_low__USE2_MASK
net_g05_w57_high__AFF_FEAR__AFF_WORRY,net_g05_w57_high,ctx_w57_high,gamma_05,AFF_FEAR,AFF_WORRY,AFF_FEAR,AFF_WORRY,0.474336665165375,0.474336665165375,affect,affect,non_focal,non_focal,0.4743366651653746,0.4660461979957473,0.0514502033530647,0.3609649835379304,0.5603251746204366,1.0,1000.0,net_g05_w57_high__AFF_FEAR__AFF_WORRY,net_g05_w57_high__AFF_FEAR,net_g05_w57_high__AFF_WORRY
net_g05_w57_high__AFF_WORRY__WORRY_HEALTH_SYSTEM,net_g05_w57_high,ctx_w57_high,gamma_05,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,0.26013725281793,0.26013725281793,affect,affect,non_focal,non_focal,0.2601372528179301,0.2447655912119483,0.0613155786612739,0.1231925238516784,0.36289153809314,1.0,1000.0,net_g05_w57_high__AFF_WORRY__WORRY_HEALTH_SYSTEM,net_g05_w57_high__AFF_WORRY,net_g05_w57_high__WORRY_HEALTH_SYSTEM
net_g05_w57_high__USE2_AVOID__USE2_SPACE150,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_AVOID,USE2_SPACE150,USE2_AVOID,USE2_SPACE150,0.259472346662032,0.259472346662032,behavior,behavior,non_focal,non_focal,0.2594723466620323,0.2459624021571743,0.0516199397068643,0.1410453305901917,0.344923919854409,1.0,1000.0,net_g05_w57_high__USE2_AVOID__USE2_SPACE150,net_g05_w57_high__USE2_AVOID,net_g05_w57_high__USE2_SPACE150
net_g05_w57_high__AFF_FEAR__SEVERITY,net_g05_w57_high,ctx_w57_high,gamma_05,AFF_FEAR,SEVERITY,AFF_FEAR,SEVERITY,0.228946825539151,0.228946825539151,affect,belief,non_focal,focal_belief,0.2289468255391511,0.2211015736730829,0.0477375834506268,0.1279065293612897,0.3185479938503678,1.0,1000.0,net_g05_w57_high__AFF_FEAR__SEVERITY,net_g05_w57_high__AFF_FEAR,net_g05_w57_high__SEVERITY
net_g05_w57_high__USE2_HANDWASH20__USE2_MASK,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20,USE2_MASK,0.196036924743611,0.196036924743611,behavior,behavior,non_focal,non_focal,0.1960369247436114,0.181203768487231,0.0663093758281402,0.049142777500472,0.309171956756055,0.995,1000.0,net_g05_w57_high__USE2_HANDWASH20__USE2_MASK,net_g05_w57_high__USE2_HANDWASH20,net_g05_w57_high__USE2_MASK
net_g05_w57_high__USE2_HANDWASH20__USE2_SPACE150,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,0.117235349024939,0.117235349024939,behavior,behavior,non_focal,non_focal,0.1172353490249394,0.1102308236814485,0.0497379955502128,0.0,0.2119459728034407,0.97,1000.0,net_g05_w57_high__USE2_HANDWASH20__USE2_SPACE150,net_g05_w57_high__USE2_HANDWASH20,net_g05_w57_high__USE2_SPACE150
net_g05_w57_high__USE2_MASK__WORRY_HEALTH_SYSTEM,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,0.113750868783799,0.113750868783799,behavior,affect,non_focal,non_focal,0.1137508687837993,0.1022133358111659,0.0509143017144744,0.0,0.206427794501924,0.959,1000.0,net_g05_w57_high__USE2_MASK__WORRY_HEALTH_SYSTEM,net_g05_w57_high__USE2_MASK,net_g05_w57_high__WORRY_HEALTH_SYSTEM
net_g05_w57_high__AFF_WORRY__SEVERITY,net_g05_w57_high,ctx_w57_high,gamma_05,AFF_WORRY,SEVERITY,AFF_WORRY,SEVERITY,0.0938656784582978,0.0938656784582978,affect,belief,non_focal,focal_belief,0.0938656784582977,0.0920768059725487,0.0480260074707813,0.0,0.1877858761275956,0.963,1000.0,net_g05_w57_high__AFF_WORRY__SEVERITY,net_g05_w57_high__AFF_WORRY,net_g05_w57_high__SEVERITY
net_g05_w57_high__USE2_HANDWASH20__WORRY_HEALTH_SYSTEM,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,0.0822927967992277,0.0822927967992277,behavior,affect,non_focal,non_focal,0.0822927967992277,0.073429608426314,0.0472180183828026,0.0,0.1666006520784449,0.889,1000.0,net_g05_w57_high__USE2_HANDWASH20__WORRY_HEALTH_SYSTEM,net_g05_w57_high__USE2_HANDWASH20,net_g05_w57_high__WORRY_HEALTH_SYSTEM
net_g05_w57_high__AFF_FEAR__USE2_AVOID,net_g05_w57_high,ctx_w57_high,gamma_05,AFF_FEAR,USE2_AVOID,AFF_FEAR,USE2_AVOID,0.0797709435878751,0.0797709435878751,affect,behavior,non_focal,non_focal,0.0797709435878751,0.0680225935662822,0.0434718600873915,0.0,0.1596131164323222,0.896,1000.0,net_g05_w57_high__AFF_FEAR__USE2_AVOID,net_g05_w57_high__AFF_FEAR,net_g05_w57_high__USE2_AVOID
net_g05_w57_high__USE2_AVOID__WORRY_HEALTH_SYSTEM,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,0.0776069830385028,0.0776069830385028,behavior,affect,non_focal,non_focal,0.0776069830385028,0.0726112394381024,0.0480565160052217,0.0,0.1732301926654616,0.884,1000.0,net_g05_w57_high__USE2_AVOID__WORRY_HEALTH_SYSTEM,net_g05_w57_high__USE2_AVOID,net_g05_w57_high__WORRY_HEALTH_SYSTEM
net_g05_w57_high__USE2_AVOID__USE2_HANDWASH20,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,0.0760400848627696,0.0760400848627696,behavior,behavior,non_focal,non_focal,0.0760400848627696,0.0725294758863144,0.0509196666778077,0.0,0.1804306461715515,0.864,1000.0,net_g05_w57_high__USE2_AVOID__USE2_HANDWASH20,net_g05_w57_high__USE2_AVOID,net_g05_w57_high__USE2_HANDWASH20
net_g05_w57_high__USE2_MASK__USE2_SPACE150,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_MASK,USE2_SPACE150,USE2_MASK,USE2_SPACE150,0.0645822088898716,0.0645822088898716,behavior,behavior,non_focal,non_focal,0.0645822088898716,0.0649186740077608,0.0541567152002412,0.0,0.1840974697836708,0.78,1000.0,net_g05_w57_high__USE2_MASK__USE2_SPACE150,net_g05_w57_high__USE2_MASK,net_g05_w57_high__USE2_SPACE150
net_g05_w57_high__USE2_AVOID__USE2_MASK,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_AVOID,USE2_MASK,USE2_AVOID,USE2_MASK,0.0611075658340637,0.0611075658340637,behavior,behavior,non_focal,non_focal,0.0611075658340636,0.0608433389126929,0.0501582777870555,0.0,0.1666784049090222,0.792,1000.0,net_g05_w57_high__USE2_AVOID__USE2_MASK,net_g05_w57_high__USE2_AVOID,net_g05_w57_high__USE2_MASK
net_g05_w57_high__AFF_WORRY__USE2_SPACE150,net_g05_w57_high,ctx_w57_high,gamma_05,AFF_WORRY,USE2_SPACE150,AFF_WORRY,USE2_SPACE150,0.0424758401645531,0.0424758401645531,affect,behavior,non_focal,non_focal,0.0424758401645531,0.0426777506679493,0.0393517664025715,0.0,0.1322090734850645,0.726,1000.0,net_g05_w57_high__AFF_WORRY__USE2_SPACE150,net_g05_w57_high__AFF_WORRY,net_g05_w57_high__USE2_SPACE150
net_g05_w57_high__SEVERITY__USE2_HANDWASH20,net_g05_w57_high,ctx_w57_high,gamma_05,SEVERITY,USE2_HANDWASH20,SEVERITY,USE2_HANDWASH20,0.0408160253815509,0.0408160253815509,belief,behavior,focal_belief,non_focal,0.0408160253815508,0.0362359086632683,0.0365974096874744,0.0,0.1189286478839159,0.642,1000.0,net_g05_w57_high__SEVERITY__USE2_HANDWASH20,net_g05_w57_high__SEVERITY,net_g05_w57_high__USE2_HANDWASH20
net_g05_w57_high__AFF_FEAR__WORRY_HEALTH_SYSTEM,net_g05_w57_high,ctx_w57_high,gamma_05,AFF_FEAR,WORRY_HEALTH_SYSTEM,AFF_FEAR,WORRY_HEALTH_SYSTEM,0.0349678867104171,0.0349678867104171,affect,affect,non_focal,non_focal,0.0349678867104171,0.0432890620128825,0.0404492308157796,0.0,0.1409729183199009,0.748,1000.0,net_g05_w57_high__AFF_FEAR__WORRY_HEALTH_SYSTEM,net_g05_w57_high__AFF_FEAR,net_g05_w57_high__WORRY_HEALTH_SYSTEM
net_g05_w57_low__AFF_FEAR__AFF_WORRY,net_g05_w57_low,ctx_w57_low,gamma_05,AFF_FEAR,AFF_WORRY,AFF_FEAR,AFF_WORRY,0.669542306680917,0.669542306680917,affect,affect,non_focal,non_focal,0.6695423066809171,0.6458775545022019,0.0385300637858504,0.5685630308646635,0.7158714287850064,1.0,1000.0,net_g05_w57_low__AFF_FEAR__AFF_WORRY,net_g05_w57_low__AFF_FEAR,net_g05_w57_low__AFF_WORRY
net_g05_w57_low__USE2_AVOID__USE2_SPACE150,net_g05_w57_low,ctx_w57_low,gamma_05,USE2_AVOID,USE2_SPACE150,USE2_AVOID,USE2_SPACE150,0.335093813640658,0.335093813640658,behavior,behavior,non_focal,non_focal,0.335093813640658,0.3236828497457248,0.0502500423382856,0.2257011575318722,0.4184498272787463,1.0,1000.0,net_g05_w57_low__USE2_AVOID__USE2_SPACE150,net_g05_w57_low__USE2_AVOID,net_g05_w57_low__USE2_SPACE150
net_g05_w57_low__USE2_MASK__USE2_SPACE150,net_g05_w57_low,ctx_w57_low,gamma_05,USE2_MASK,USE2_SPACE150,USE2_MASK,USE2_SPACE150,0.295025731828639,0.295025731828639,behavior,behavior,non_focal,non_focal,0.2950257318286385,0.2800832233776214,0.0525807644980634,0.180637648030143,0.3831246156099509,1.0,1000.0,net_g05_w57_low__USE2_MASK__USE2_SPACE150,net_g05_w57_low__USE2_MASK,net_g05_w57_low__USE2_SPACE150
net_g05_w57_low__USE2_HANDWASH20__USE2_SPACE150,net_g05_w57_low,ctx_w57_low,gamma_05,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,0.282580287301505,0.282580287301505,behavior,behavior,non_focal,non_focal,0.2825802873015051,0.2742039446319194,0.0555852212422837,0.1653120276618559,0.3792136597919036,1.0,1000.0,net_g05_w57_low__USE2_HANDWASH20__USE2_SPACE150,net_g05_w57_low__USE2_HANDWASH20,net_g05_w57_low__USE2_SPACE150
net_g05_w57_low__USE2_HANDWASH20__USE2_MASK,net_g05_w57_low,ctx_w57_low,gamma_05,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20,USE2_MASK,0.229682256068817,0.229682256068817,behavior,behavior,non_focal,non_focal,0.229682256068817,0.2239796743391808,0.0578253902777258,0.1112485240896703,0.3330249790054606,1.0,1000.0,net_g05_w57_low__USE2_HANDWASH20__USE2_MASK,net_g05_w57_low__USE2_HANDWASH20,net_g05_w57_low__USE2_MASK
net_g05_w57_low__AFF_WORRY__SEVERITY,net_g05_w57_low,ctx_w57_low,gamma_05,AFF_WORRY,SEVERITY,AFF_WORRY,SEVERITY,0.181542860019941,0.181542860019941,affect,belief,non_focal,focal_belief,0.1815428600199411,0.177587414444341,0.0566390286913247,0.059996776596767,0.2848192027964176,0.998,1000.0,net_g05_w57_low__AFF_WORRY__SEVERITY,net_g05_w57_low__AFF_WORRY,net_g05_w57_low__SEVERITY
net_g05_w57_low__AFF_WORRY__WORRY_HEALTH_SYSTEM,net_g05_w57_low,ctx_w57_low,gamma_05,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,0.181161185521748,0.181161185521748,affect,affect,non_focal,non_focal,0.1811611855217483,0.1749382967655282,0.0516596660311579,0.0716076881011816,0.276683539079413,1.0,1000.0,net_g05_w57_low__AFF_WORRY__WORRY_HEALTH_SYSTEM,net_g05_w57_low__AFF_WORRY,net_g05_w57_low__WORRY_HEALTH_SYSTEM
net_g05_w57_low__USE2_AVOID__USE2_HANDWASH20,net_g05_w57_low,ctx_w57_low,gamma_05,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,0.1788898749772,0.1788898749772,behavior,behavior,non_focal,non_focal,0.1788898749771997,0.1691945282930275,0.0511445444885526,0.0738773994519955,0.2691514445027266,0.999,1000.0,net_g05_w57_low__USE2_AVOID__USE2_HANDWASH20,net_g05_w57_low__USE2_AVOID,net_g05_w57_low__USE2_HANDWASH20
net_g05_w57_low__USE2_MASK__WORRY_HEALTH_SYSTEM,net_g05_w57_low,ctx_w57_low,gamma_05,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,0.170560378136817,0.170560378136817,behavior,affect,non_focal,non_focal,0.1705603781368168,0.1578720036212772,0.0495322936315406,0.0593192094405985,0.2515243372239879,0.997,1000.0,net_g05_w57_low__USE2_MASK__WORRY_HEALTH_SYSTEM,net_g05_w57_low__USE2_MASK,net_g05_w57_low__WORRY_HEALTH_SYSTEM
net_g05_w57_low__USE2_AVOID__WORRY_HEALTH_SYSTEM,net_g05_w57_low,ctx_w57_low,gamma_05,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,0.149327883262226,0.149327883262226,behavior,affect,non_focal,non_focal,0.1493278832622264,0.1322652376335555,0.0502484623436156,0.0326717819474738,0.227601917347587,0.996,1000.0,net_g05_w57_low__USE2_AVOID__WORRY_HEALTH_SYSTEM,net_g05_w57_low__USE2_AVOID,net_g05_w57_low__WORRY_HEALTH_SYSTEM
net_g05_w57_low__SEVERITY__WORRY_HEALTH_SYSTEM,net_g05_w57_low,ctx_w57_low,gamma_05,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,0.142145431091419,0.142145431091419,belief,affect,focal_belief,non_focal,0.1421454310914187,0.1361276321998239,0.0492171652143883,0.0377499511768186,0.2289138266964998,0.994,1000.0,net_g05_w57_low__SEVERITY__WORRY_HEALTH_SYSTEM,net_g05_w57_low__SEVERITY,net_g05_w57_low__WORRY_HEALTH_SYSTEM
net_g05_w57_low__SEVERITY__USE2_AVOID,net_g05_w57_low,ctx_w57_low,gamma_05,SEVERITY,USE2_AVOID,SEVERITY,USE2_AVOID,0.0950565129638646,0.0950565129638646,belief,behavior,focal_belief,non_focal,0.0950565129638645,0.087943446257102,0.0486263358008795,0.0,0.1813977819561885,0.944,1000.0,net_g05_w57_low__SEVERITY__USE2_AVOID,net_g05_w57_low__SEVERITY,net_g05_w57_low__USE2_AVOID
net_g05_w57_low__AFF_FEAR__SEVERITY,net_g05_w57_low,ctx_w57_low,gamma_05,AFF_FEAR,SEVERITY,AFF_FEAR,SEVERITY,0.0836266841879681,0.0836266841879681,affect,belief,non_focal,focal_belief,0.083626684187968,0.0852881180241935,0.0547738711680114,0.0,0.1982466240149409,0.911,1000.0,net_g05_w57_low__AFF_FEAR__SEVERITY,net_g05_w57_low__AFF_FEAR,net_g05_w57_low__SEVERITY
net_g05_w57_low__AFF_WORRY__USE2_MASK,net_g05_w57_low,ctx_w57_low,gamma_05,AFF_WORRY,USE2_MASK,AFF_WORRY,USE2_MASK,0.0831061374360172,0.0831061374360172,affect,behavior,non_focal,non_focal,0.0831061374360172,0.0660205840634697,0.0372507846414075,0.0,0.1400330952121875,0.961,1000.0,net_g05_w57_low__AFF_WORRY__USE2_MASK,net_g05_w57_low__AFF_WORRY,net_g05_w57_low__USE2_MASK
net_g05_w57_low__SEVERITY__USE2_SPACE150,net_g05_w57_low,ctx_w57_low,gamma_05,SEVERITY,USE2_SPACE150,SEVERITY,USE2_SPACE150,0.0518376003125831,0.0518376003125831,belief,behavior,focal_belief,non_focal,0.0518376003125831,0.0431125700137391,0.0384595699152194,0.0,0.1282240376821024,0.763,1000.0,net_g05_w57_low__SEVERITY__USE2_SPACE150,net_g05_w57_low__SEVERITY,net_g05_w57_low__USE2_SPACE150
net_g05_w57_low__AFF_FEAR__WORRY_HEALTH_SYSTEM,net_g05_w57_low,ctx_w57_low,gamma_05,AFF_FEAR,WORRY_HEALTH_SYSTEM,AFF_FEAR,WORRY_HEALTH_SYSTEM,0.0365687987969368,0.0365687987969368,affect,affect,non_focal,non_focal,0.0365687987969367,0.0422996985379922,0.0400285474237869,0.0,0.1383560492145811,0.763,1000.0,net_g05_w57_low__AFF_FEAR__WORRY_HEALTH_SYSTEM,net_g05_w57_low__AFF_FEAR,net_g05_w57_low__WORRY_HEALTH_SYSTEM
net_g05_w57_low__USE2_AVOID__USE2_MASK,net_g05_w57_low,ctx_w57_low,gamma_05,USE2_AVOID,USE2_MASK,USE2_AVOID,USE2_MASK,0.0274735950892567,0.0274735950892567,behavior,behavior,non_focal,non_focal,0.0274735950892567,0.0408460630408434,0.0400109040762371,0.0,0.1358649623553547,0.75,1000.0,net_g05_w57_low__USE2_AVOID__USE2_MASK,net_g05_w57_low__USE2_AVOID,net_g05_w57_low__USE2_MASK
net_g05_w57_low__AFF_FEAR__USE2_AVOID,net_g05_w57_low,ctx_w57_low,gamma_05,AFF_FEAR,USE2_AVOID,AFF_FEAR,USE2_AVOID,0.0176108244129714,0.0176108244129714,affect,behavior,non_focal,non_focal,0.0176108244129713,0.0163192296084513,0.0251368738221805,0.0,0.0795893578366454,0.488,1000.0,net_g05_w57_low__AFF_FEAR__USE2_AVOID,net_g05_w57_low__AFF_FEAR,net_g05_w57_low__USE2_AVOID
net_g05_w57_low__AFF_FEAR__USE2_MASK,net_g05_w57_low,ctx_w57_low,gamma_05,AFF_FEAR,USE2_MASK,AFF_FEAR,USE2_MASK,-0.0173779072867365,0.0173779072867365,affect,behavior,non_focal,non_focal,-0.0173779072867365,-0.00239465799054,0.0186424447798135,-0.0642689560734552,0.0226222275192544,0.155,1000.0,net_g05_w57_low__AFF_FEAR__USE2_MASK,net_g05_w57_low__AFF_FEAR,net_g05_w57_low__USE2_MASK
net_g05_w57_low__AFF_WORRY__USE2_HANDWASH20,net_g05_w57_low,ctx_w57_low,gamma_05,AFF_WORRY,USE2_HANDWASH20,AFF_WORRY,USE2_HANDWASH20,0.0162213900096129,0.0162213900096129,affect,behavior,non_focal,non_focal,0.0162213900096129,0.0151876924929722,0.0248569931832587,0.0,0.0808455879160659,0.474,1000.0,net_g05_w57_low__AFF_WORRY__USE2_HANDWASH20,net_g05_w57_low__AFF_WORRY,net_g05_w57_low__USE2_HANDWASH20
net_g05_w57_low__AFF_WORRY__USE2_AVOID,net_g05_w57_low,ctx_w57_low,gamma_05,AFF_WORRY,USE2_AVOID,AFF_WORRY,USE2_AVOID,0.0110123122934447,0.0110123122934447,affect,behavior,non_focal,non_focal,0.0110123122934446,0.0197933270293352,0.0288559003031347,0.0,0.0886226536865356,0.545,1000.0,net_g05_w57_low__AFF_WORRY__USE2_AVOID,net_g05_w57_low__AFF_WORRY,net_g05_w57_low__USE2_AVOID
net_g05_w57_low__USE2_HANDWASH20__WORRY_HEALTH_SYSTEM,net_g05_w57_low,ctx_w57_low,gamma_05,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,0.0095866474134661,0.0095866474134661,behavior,affect,non_focal,non_focal,0.009586647413466,0.0197755015814083,0.0330767153287263,0.0,0.1037255453030045,0.507,1000.0,net_g05_w57_low__USE2_HANDWASH20__WORRY_HEALTH_SYSTEM,net_g05_w57_low__USE2_HANDWASH20,net_g05_w57_low__WORRY_HEALTH_SYSTEM
